source_city,destination,product_category,shipping_method,order_quantity,delivery_time
Mumbai,Mumbai,Groceries,Standard,35,11.0
Mumbai,Sri Lanka,Groceries,Standard,75,68.2
Mumbai,Bhutan,Groceries,Standard,91,66.6
Mumbai,Bhutan,Clothing,Standard,98,66.6
Mumbai,Delhi,Groceries,Express,82,40.92
Mumbai,Pune,Groceries,Standard,27,13.4
Mumbai,Bangladesh,Furniture,Standard,68,82.4
Mumbai,Bangalore,Furniture,Express,17,26.2
Mumbai,Pune,Groceries,Express,70,24.92
Mumbai,Bangladesh,Groceries,Standard,11,35.400000000000006
Mumbai,Bhutan,Clothing,Express,5,31.28
Mumbai,Kolkata,Furniture,Overnight,58,51.0
Mumbai,Mumbai,Clothing,Overnight,82,26.0
Mumbai,Delhi,Clothing,Express,57,41.92
Mumbai,Mumbai,Clothing,Express,89,21.0
Mumbai,Chennai,Furniture,Standard,74,59.8
Mumbai,Chennai,Electronics,Express,80,42.44
Mumbai,Sri Lanka,Clothing,Express,74,56.56
Mumbai,Pune,Clothing,Standard,74,27.4
Mumbai,Bhutan,Electronics,Standard,85,71.6
Mumbai,Bhutan,Electronics,Express,14,38.08
Mumbai,Bangalore,Furniture,Overnight,72,42.4
Mumbai,Bangalore,Furniture,Standard,1,36.0
Mumbai,Bangalore,Clothing,Standard,16,13.0
Mumbai,Kolkata,Furniture,Express,26,53.0
Mumbai,Nepal,Groceries,Standard,49,51.0
Mumbai,Hyderabad,Clothing,Standard,42,21.200000000000003
Mumbai,Nepal,Groceries,Standard,70,66.0
Mumbai,Mumbai,Furniture,Standard,66,43.0
Mumbai,Nepal,Clothing,Express,53,58.0
Mumbai,Kolkata,Clothing,Standard,9,30.0
Mumbai,Sri Lanka,Furniture,Standard,69,83.2
Mumbai,Mumbai,Groceries,Standard,40,11.0
Mumbai,Nepal,Electronics,Standard,56,72.0
Mumbai,Kolkata,Groceries,Express,5,26.6
Mumbai,Hyderabad,Groceries,Standard,56,37.2
Mumbai,Nepal,Furniture,Standard,72,84.0
Mumbai,Kolkata,Groceries,Standard,5,29.0
Mumbai,Bangalore,Clothing,Standard,69,42.0
Mumbai,Bhutan,Groceries,Express,52,58.28
Mumbai,Bangalore,Groceries,Standard,81,41.0
Mumbai,Bhutan,Clothing,Express,73,54.28
Mumbai,Delhi,Groceries,Standard,98,45.400000000000006
Mumbai,Delhi,Furniture,Standard,33,53.400000000000006
Mumbai,Delhi,Electronics,Express,22,36.72
Mumbai,Hyderabad,Groceries,Express,85,34.96
Mumbai,Bangalore,Clothing,Overnight,15,6.6
Mumbai,Bhutan,Clothing,Standard,65,63.599999999999994
Mumbai,Kolkata,Clothing,Standard,71,54.0
Mumbai,Mumbai,Clothing,Express,23,9.0
Mumbai,Kolkata,Furniture,Standard,6,48.0
Mumbai,Mumbai,Clothing,Express,84,25.0
Mumbai,Chennai,Groceries,Express,58,37.64
Mumbai,Kolkata,Electronics,Overnight,26,36.8
Mumbai,Nepal,Furniture,Express,12,47.4
Mumbai,Nepal,Groceries,Standard,77,64.0
Mumbai,Pune,Groceries,Express,77,24.92
Mumbai,Bangalore,Clothing,Standard,2,18.0
Mumbai,Mumbai,Clothing,Standard,32,14.0
Mumbai,Mumbai,Clothing,Standard,50,11.0
Mumbai,Sri Lanka,Furniture,Standard,95,84.2
Mumbai,Bangalore,Clothing,Express,61,33.8
Mumbai,Hyderabad,Groceries,Overnight,11,6.720000000000001
Mumbai,Pune,Groceries,Standard,68,25.4
Mumbai,Hyderabad,Clothing,Standard,34,24.200000000000003
Mumbai,Hyderabad,Groceries,Express,80,34.96
Mumbai,Hyderabad,Groceries,Express,95,31.96
Mumbai,Bangalore,Groceries,Express,89,36.8
Mumbai,Hyderabad,Clothing,Express,8,9.96
Mumbai,Nepal,Clothing,Express,8,33.0
Mumbai,Sri Lanka,Clothing,Standard,98,64.2
Mumbai,Sri Lanka,Furniture,Overnight,15,33.72
Mumbai,Delhi,Groceries,Overnight,5,11.440000000000001
Mumbai,Chennai,Clothing,Express,19,16.64
Mumbai,Mumbai,Furniture,Standard,74,43.0
Mumbai,Mumbai,Electronics,Express,9,4.8
Mumbai,Chennai,Furniture,Standard,57,61.8
Mumbai,Bangalore,Furniture,Standard,54,60.0
Mumbai,Kolkata,Furniture,Express,29,51.0
Mumbai,Bangalore,Furniture,Standard,19,36.0
Mumbai,Mumbai,Clothing,Standard,77,22.0
Mumbai,Mumbai,Clothing,Express,46,13.0
Mumbai,Chennai,Groceries,Express,80,42.64
Mumbai,Hyderabad,Clothing,Express,62,33.96
Mumbai,Bangalore,Electronics,Standard,94,48.0
Mumbai,Bhutan,Groceries,Express,60,55.28
Mumbai,Chennai,Clothing,Standard,5,19.8
Mumbai,Nepal,Furniture,Express,33,59.4
Mumbai,Mumbai,Furniture,Standard,83,44.0
Mumbai,Chennai,Furniture,Express,55,55.04
Mumbai,Bangalore,Groceries,Standard,19,17.0
Mumbai,Mumbai,Furniture,Overnight,17,12.8
Mumbai,Kolkata,Furniture,Standard,88,76.0
Mumbai,Chennai,Groceries,Express,92,39.64
Mumbai,Pune,Clothing,Standard,42,15.4
Mumbai,Mumbai,Furniture,Express,22,27.4
Mumbai,Bangalore,Furniture,Standard,39,43.0
Mumbai,Delhi,Clothing,Standard,80,48.400000000000006
Mumbai,Bhutan,Electronics,Express,99,63.08
Mumbai,Bangladesh,Groceries,Express,27,44.720000000000006
Mumbai,Hyderabad,Electronics,Standard,76,39.2
Mumbai,Bangladesh,Furniture,Standard,46,66.4
Mumbai,Bangalore,Furniture,Express,28,39.2
Mumbai,Nepal,Electronics,Express,52,61.8
Mumbai,Nepal,Groceries,Standard,65,64.0
Mumbai,Delhi,Electronics,Overnight,39,28.04
Mumbai,Hyderabad,Groceries,Overnight,18,8.72
Mumbai,Pune,Clothing,Standard,87,25.4
Mumbai,Delhi,Groceries,Standard,22,31.400000000000006
Mumbai,Sri Lanka,Clothing,Express,68,55.56
Mumbai,Bangladesh,Electronics,Overnight,11,27.640000000000004
Mumbai,Delhi,Clothing,Express,82,42.92
Mumbai,Bangladesh,Electronics,Standard,64,68.4
Mumbai,Mumbai,Groceries,Standard,71,24.0
Mumbai,Nepal,Electronics,Standard,85,71.0
Mumbai,Mumbai,Groceries,Express,57,25.0
Mumbai,Bhutan,Furniture,Standard,35,68.6
Mumbai,Sri Lanka,Furniture,Standard,37,70.2
Mumbai,Hyderabad,Furniture,Standard,50,38.2
Mumbai,Pune,Furniture,Standard,30,33.4
Mumbai,Bangladesh,Electronics,Standard,17,44.400000000000006
Mumbai,Pune,Electronics,Standard,33,18.4
Mumbai,Bangladesh,Groceries,Express,16,28.720000000000006
Mumbai,Bangalore,Furniture,Standard,15,34.0
Mumbai,Delhi,Furniture,Standard,13,40.400000000000006
Mumbai,Bhutan,Electronics,Standard,3,47.6
Mumbai,Nepal,Clothing,Standard,24,49.0
Mumbai,Bangladesh,Clothing,Standard,23,49.400000000000006
Mumbai,Pune,Groceries,Standard,59,27.4
Mumbai,Bhutan,Groceries,Standard,55,62.599999999999994
Mumbai,Kolkata,Electronics,Express,65,52.4
Mumbai,Kolkata,Clothing,Standard,32,45.0
Mumbai,Mumbai,Groceries,Standard,97,24.0
Mumbai,Nepal,Groceries,Express,60,58.0
Mumbai,Bangalore,Electronics,Standard,30,32.0
Mumbai,Pune,Furniture,Express,66,40.32
Mumbai,Delhi,Groceries,Standard,18,24.400000000000002
Mumbai,Delhi,Furniture,Standard,59,64.4
Mumbai,Pune,Furniture,Standard,53,44.4
Mumbai,Hyderabad,Electronics,Overnight,64,35.32
Mumbai,Bangalore,Electronics,Standard,30,32.0
Mumbai,Bhutan,Groceries,Standard,18,39.6
Mumbai,Bangladesh,Electronics,Standard,5,44.400000000000006
Mumbai,Hyderabad,Furniture,Standard,69,50.2
Mumbai,Bangladesh,Groceries,Overnight,8,22.040000000000003
Mumbai,Bangladesh,Furniture,Standard,9,58.400000000000006
Mumbai,Hyderabad,Clothing,Express,32,17.96
Mumbai,Mumbai,Clothing,Standard,14,1.0
Mumbai,Kolkata,Groceries,Express,13,27.6
Mumbai,Bangladesh,Electronics,Standard,18,43.400000000000006
Mumbai,Hyderabad,Groceries,Express,68,29.96
Mumbai,Hyderabad,Furniture,Standard,22,43.2
Mumbai,Sri Lanka,Clothing,Express,20,32.56
Mumbai,Chennai,Groceries,Express,15,13.64
Mumbai,Mumbai,Electronics,Standard,7,6.0
Mumbai,Nepal,Clothing,Express,77,57.0
Mumbai,Chennai,Furniture,Express,98,52.04
Mumbai,Chennai,Furniture,Express,30,45.04
Mumbai,Pune,Groceries,Standard,5,0.5999999999999996
Mumbai,Kolkata,Furniture,Standard,1,52.0
Mumbai,Hyderabad,Groceries,Express,60,31.96
Mumbai,Kolkata,Clothing,Standard,31,44.0
Mumbai,Bangalore,Clothing,Standard,20,15.0
Mumbai,Pune,Furniture,Overnight,83,37.239999999999995
Mumbai,Nepal,Electronics,Standard,64,71.0
Mumbai,Kolkata,Groceries,Standard,64,58.0
Mumbai,Delhi,Groceries,Standard,29,34.400000000000006
Mumbai,Bangladesh,Groceries,Express,10,29.720000000000006
Mumbai,Bangalore,Clothing,Overnight,29,21.6
Mumbai,Mumbai,Clothing,Overnight,31,11.0
Mumbai,Nepal,Electronics,Express,75,62.8
Mumbai,Bangalore,Groceries,Standard,87,42.0
Mumbai,Bangladesh,Groceries,Standard,30,52.400000000000006
Mumbai,Pune,Groceries,Standard,25,12.4
Mumbai,Bangladesh,Groceries,Standard,80,62.400000000000006
Mumbai,Chennai,Electronics,Standard,58,51.8
Mumbai,Bangladesh,Furniture,Express,57,68.12
Mumbai,Chennai,Groceries,Express,87,38.64
Mumbai,Pune,Electronics,Standard,63,33.4
Mumbai,Bhutan,Clothing,Overnight,97,47.96
Mumbai,Chennai,Furniture,Overnight,37,33.28
Mumbai,Mumbai,Furniture,Express,58,39.4
Mumbai,Bangladesh,Clothing,Standard,28,51.400000000000006
Mumbai,Bangladesh,Groceries,Standard,27,48.400000000000006
Mumbai,Mumbai,Electronics,Standard,70,31.0
Mumbai,Delhi,Electronics,Standard,37,39.400000000000006
Mumbai,Hyderabad,Groceries,Standard,6,10.200000000000001
Mumbai,Bhutan,Groceries,Overnight,89,49.96
Mumbai,Nepal,Groceries,Standard,77,61.0
Mumbai,Chennai,Clothing,Standard,62,46.8
Mumbai,Mumbai,Electronics,Standard,97,28.0
Mumbai,Pune,Clothing,Express,33,10.92
Mumbai,Chennai,Electronics,Standard,89,49.8
Mumbai,Hyderabad,Electronics,Standard,78,42.2
Mumbai,Pune,Clothing,Overnight,40,13.44
Mumbai,Bangalore,Clothing,Standard,41,28.0
Mumbai,Bangladesh,Clothing,Express,42,44.720000000000006
Mumbai,Bangalore,Groceries,Standard,9,13.0
Mumbai,Chennai,Electronics,Standard,18,23.8
Mumbai,Hyderabad,Electronics,Standard,15,14.200000000000003
Mumbai,Bhutan,Groceries,Express,4,32.28
Mumbai,Chennai,Electronics,Express,34,35.44
Mumbai,Mumbai,Groceries,Standard,62,26.0
Mumbai,Kolkata,Electronics,Standard,38,49.0
Mumbai,Chennai,Clothing,Standard,81,46.8
Mumbai,Bangladesh,Electronics,Express,71,60.52
Mumbai,Bangladesh,Electronics,Standard,96,67.4
Mumbai,Chennai,Groceries,Standard,23,33.8
Mumbai,Pune,Furniture,Standard,20,21.4
Mumbai,Kolkata,Electronics,Standard,56,59.0
Mumbai,Mumbai,Clothing,Express,53,24.0
Mumbai,Chennai,Groceries,Express,2,13.64
Mumbai,Pune,Clothing,Standard,21,13.4
Mumbai,Bangladesh,Furniture,Standard,76,78.4
Mumbai,Bangladesh,Electronics,Standard,42,55.400000000000006
Mumbai,Hyderabad,Furniture,Standard,57,53.2
Mumbai,Chennai,Clothing,Express,49,27.64
Mumbai,Kolkata,Clothing,Standard,91,56.0
Mumbai,Delhi,Furniture,Standard,10,38.400000000000006
Mumbai,Kolkata,Groceries,Standard,72,54.0
Mumbai,Bangladesh,Groceries,Express,61,56.720000000000006
Mumbai,Bangladesh,Groceries,Standard,21,51.400000000000006
Mumbai,Bangalore,Groceries,Express,60,35.8
Mumbai,Bangladesh,Electronics,Express,86,60.52
Mumbai,Mumbai,Groceries,Express,13,3.0
Mumbai,Nepal,Electronics,Express,48,45.8
Mumbai,Chennai,Furniture,Standard,40,47.8
Mumbai,Kolkata,Furniture,Standard,63,76.0
Mumbai,Nepal,Clothing,Overnight,76,45.0
Mumbai,Pune,Clothing,Overnight,81,22.44
Mumbai,Delhi,Electronics,Express,9,21.720000000000002
Mumbai,Mumbai,Electronics,Express,57,29.8
Mumbai,Sri Lanka,Furniture,Standard,51,86.2
Mumbai,Kolkata,Electronics,Standard,40,50.0
Mumbai,Nepal,Clothing,Overnight,76,45.0
Mumbai,Delhi,Furniture,Express,73,54.32000000000001
Mumbai,Bangalore,Furniture,Standard,64,58.0
Mumbai,Mumbai,Groceries,Standard,94,24.0
Mumbai,Mumbai,Groceries,Standard,70,23.0
Mumbai,Bangalore,Groceries,Standard,64,40.0
Mumbai,Sri Lanka,Furniture,Standard,25,71.2
Mumbai,Chennai,Groceries,Express,28,29.64
Mumbai,Bangalore,Groceries,Standard,10,16.0
Mumbai,Mumbai,Electronics,Express,28,15.8
Mumbai,Mumbai,Electronics,Express,93,25.8
Mumbai,Nepal,Groceries,Express,36,42.0
Mumbai,Bangladesh,Furniture,Express,11,42.120000000000005
Mumbai,Sri Lanka,Furniture,Standard,21,75.2
Mumbai,Delhi,Furniture,Express,26,44.32000000000001
Mumbai,Bangalore,Groceries,Standard,18,17.0
Mumbai,Delhi,Groceries,Overnight,68,36.44
Mumbai,Bangalore,Furniture,Standard,41,44.0
Mumbai,Pune,Groceries,Overnight,15,2.4400000000000004
Mumbai,Mumbai,Clothing,Standard,23,10.0
Mumbai,Bangladesh,Clothing,Standard,41,49.400000000000006
Mumbai,Nepal,Furniture,Standard,6,57.0
Mumbai,Bangladesh,Clothing,Express,71,54.720000000000006
Mumbai,Bangladesh,Furniture,Standard,60,78.4
Mumbai,Bangladesh,Clothing,Standard,79,64.4
Mumbai,Delhi,Groceries,Express,52,43.92
Mumbai,Bangalore,Groceries,Standard,9,16.0
Mumbai,Bhutan,Groceries,Standard,30,51.6
Mumbai,Pune,Clothing,Standard,44,12.4
Mumbai,Kolkata,Furniture,Standard,62,71.0
Mumbai,Bangladesh,Groceries,Express,43,42.720000000000006
Mumbai,Chennai,Clothing,Standard,28,30.799999999999997
Mumbai,Delhi,Groceries,Overnight,94,35.44
Mumbai,Sri Lanka,Clothing,Standard,8,42.2
